edgepair_id,gen,edgepair_image,flip_Z2,rot_Z3
107,0,100,0,0
107,1,89,0,0
107,2,105,0,0
107,3,116,0,0
107,4,93,1,0
107,5,83,0,0
107,6,28,1,0
107,7,113,0,0
107,8,83,0,0
107,9,83,0,0
108,0,27,1,0
108,1,84,0,0
108,2,109,0,0
108,3,117,0,0
108,4,62,0,0
108,5,77,0,0
108,6,90,0,0
108,7,114,0,0
108,8,78,0,0
108,9,78,0,0
109,0,93,1,0
109,1,85,0,0
109,2,110,0,0
109,3,118,0,0
109,4,98,0,0
109,5,75,0,0
109,6,24,1,0
109,7,115,0,0
109,8,79,0,0
109,9,79,0,0
110,0,91,0,0
110,1,86,0,0
110,2,108,0,0
110,3,119,0,0
110,4,80,0,0
110,5,76,0,0
110,6,95,1,0
110,7,116,0,0
110,8,80,0,0
110,9,80,0,0
111,0,107,1,0
111,1,23,0,0
111,2,112,0,0
111,3,93,0,0
111,4,109,1,0
111,5,61,0,0
111,6,22,0,0
111,7,81,0,0
111,8,84,0,0
111,9,84,0,0
112,0,69,1,0
112,1,26,0,0
112,2,113,0,0
112,3,94,0,0
112,4,90,1,0
112,5,62,0,0
112,6,106,1,0
112,7,82,0,0
112,8,85,0,0
112,9,85,0,0
113,0,25,0,0
113,1,29,0,0
113,2,111,0,0
113,3,95,0,0
113,4,47,1,0
113,5,60,0,0
113,6,71,1,0
113,7,83,0,0
113,8,86,0,0
113,9,86,0,0
114,0,68,1,0
114,1,22,0,0
114,2,115,0,0
114,3,96,0,0
114,4,85,1,0
114,5,65,0,0
114,6,108,0,0
114,7,78,0,0
114,8,90,0,0
114,9,90,0,0
115,0,21,1,0
115,1,25,0,0
115,2,116,0,0
115,3,97,0,0
115,4,41,1,0
115,5,63,0,0
115,6,67,1,0
115,7,79,0,0
115,8,91,0,0
115,9,91,0,0
116,0,109,0,0
116,1,28,0,0
116,2,114,0,0
116,3,98,0,0
116,4,102,1,0
116,5,64,0,0
116,6,27,1,0
116,7,80,0,0
116,8,92,0,0
116,9,92,0,0
117,0,29,1,0
117,1,21,0,0
117,2,118,0,0
117,3,99,0,0
117,4,44,0,0
117,5,57,0,0
117,6,72,0,0
117,7,75,0,0
117,8,87,0,0
117,9,87,0,0
118,0,102,1,0
118,1,24,0,0
118,2,119,0,0
118,3,100,0,0
118,4,107,0,0
118,5,58,0,0
118,6,26,1,0
118,7,76,0,0
118,8,88,0,0
118,9,88,0,0
119,0,73,0,0
119,1,27,0,0
119,2,117,0,0
119,3,101,0,0
119,4,89,0,0
119,5,59,0,0
119,6,104,1,0
119,7,77,0,0
119,8,89,0,0
119,9,89,0,0
