u,qid,twin_bit,gen,cocycle_Z3_exp,orient_index,target_qid,target_twin,v,sheet_id,x,y,z,tx,ty,tz,L11,L12,L21,L22,s_zshift_x,s_zshift_y,q_xy,silent_index,block_guess
18,21,0,g9,0,4,6,0,5,2,1,1,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",0,2
19,4,0,g2,0,0,1,0,34,0,0,1,1,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",0,0
19,4,0,g3,0,1,7,0,1,0,0,1,1,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",0,0
19,4,0,g5,1,2,11,1,22,0,0,1,1,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",0,0
19,4,0,g8,0,3,16,1,39,0,0,1,1,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",0,0
19,4,0,g9,0,4,16,1,39,0,0,1,1,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",0,0
20,20,0,g2,0,0,10,0,35,2,1,2,0,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",4,26
20,20,0,g3,2,1,16,0,7,2,1,2,0,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",4,26
20,20,0,g5,0,2,26,0,40,2,1,2,0,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",4,26
20,20,0,g8,0,3,5,1,41,2,1,2,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",4,26
20,20,0,g9,0,4,5,1,41,2,1,2,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",4,26
21,20,1,g2,0,5,10,1,36,2,1,2,0,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",4,26
21,20,1,g3,0,6,16,1,39,2,1,2,0,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",4,26
21,20,1,g5,0,7,26,1,42,2,1,2,0,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",4,26
21,20,1,g8,0,8,5,0,6,2,1,2,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",4,26
21,20,1,g9,0,9,5,0,6,2,1,2,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",4,26
22,11,1,g2,0,5,21,1,37,0,1,1,1,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",1,6
22,11,1,g3,1,6,20,0,20,0,1,1,1,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",1,6
22,11,1,g5,0,7,23,1,43,0,1,1,1,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",1,6
22,11,1,g8,0,8,7,1,44,0,1,1,1,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",1,6
22,11,1,g9,0,9,7,1,44,0,1,1,1,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",1,6
23,24,0,g2,2,0,25,0,32,2,2,0,2,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",7,44
23,24,0,g3,1,1,22,0,13,2,2,0,2,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",7,44
23,24,0,g5,0,2,7,0,1,2,2,0,2,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",7,44
23,24,0,g8,0,3,23,0,25,2,2,0,2,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",7,44
23,24,0,g9,0,4,23,0,25,2,2,0,2,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",7,44
24,4,1,g2,0,5,1,1,38,0,0,1,1,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",0,0
24,4,1,g3,0,6,7,1,44,0,0,1,1,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",0,0
24,4,1,g5,0,7,11,0,8,0,0,1,1,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",0,0
24,4,1,g8,0,8,16,0,7,0,0,1,1,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",0,0
24,4,1,g9,0,9,16,0,7,0,0,1,1,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",0,0
25,23,0,g2,2,0,17,0,33,1,2,1,1,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",3,19
25,23,0,g3,1,1,9,0,15,1,2,1,1,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",3,19
25,23,0,g5,0,2,4,1,24,1,2,1,1,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",3,19
25,23,0,g8,0,3,24,0,23,1,2,1,1,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",3,19
25,23,0,g9,0,4,24,0,23,1,2,1,1,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",3,19
26,12,1,g2,0,5,16,1,39,1,1,0,0,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",7,43
26,12,1,g3,0,6,19,0,4,1,1,0,0,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",7,43
26,12,1,g5,0,7,22,1,45,1,1,0,0,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",7,43
26,12,1,g8,0,8,2,0,9,1,1,0,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",7,43
26,12,1,g9,0,9,2,0,9,1,1,0,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",7,43
27,14,0,g2,0,0,26,0,40,1,2,2,1,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",4,25
27,14,0,g3,0,1,13,0,46,1,2,2,1,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",4,25
27,14,0,g5,0,2,3,0,2,1,2,2,1,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",4,25
27,14,0,g8,0,3,14,1,29,1,2,2,1,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",4,25
27,14,0,g9,0,4,14,1,29,1,2,2,1,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",4,25
28,3,1,g2,0,5,5,1,41,0,0,2,1,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",4,24
28,3,1,g3,2,6,2,1,14,0,0,2,1,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",4,24
28,3,1,g5,0,7,15,1,11,0,0,2,1,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",4,24
28,3,1,g8,0,8,15,0,10,0,0,2,1,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",4,24
28,3,1,g9,0,9,15,0,10,0,0,2,1,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",4,24
29,14,1,g2,0,5,26,1,42,1,2,2,1,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",4,25
29,14,1,g3,0,6,13,1,47,1,2,2,1,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",4,25
29,14,1,g5,0,7,3,1,28,1,2,2,1,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",4,25
29,14,1,g8,0,8,14,0,27,1,2,2,1,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",4,25
29,14,1,g9,0,9,14,0,27,1,2,2,1,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",4,25
30,9,1,g2,0,5,23,1,43,1,2,1,2,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",2,13
30,9,1,g3,0,6,17,1,48,1,2,1,2,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",2,13
30,9,1,g5,2,7,2,0,9,1,2,1,2,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",2,13
30,9,1,g8,2,8,22,1,45,1,2,1,2,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",2,13
30,9,1,g9,2,9,22,1,45,1,2,1,2,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",2,13
31,0,1,g2,0,5,7,1,44,0,0,0,0,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",6,36
31,0,1,g3,1,6,3,1,28,0,0,0,0,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",6,36
31,0,1,g5,2,7,12,1,26,0,0,0,0,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",6,36
31,0,1,g8,0,8,19,1,12,0,0,0,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",6,36
31,0,1,g9,0,9,19,1,12,0,0,0,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",6,36
32,25,0,g2,1,0,22,0,13,3,2,0,1,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",2,15
32,25,0,g3,2,1,24,0,23,3,2,0,1,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",2,15
32,25,0,g5,1,2,6,0,5,3,2,0,1,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",2,15
32,25,0,g8,0,3,17,0,33,3,2,0,1,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",2,15
32,25,0,g9,0,4,17,0,33,3,2,0,1,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",2,15
33,17,0,g2,1,0,9,0,15,1,2,1,0,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",8,1
33,17,0,g3,2,1,23,0,25,1,2,1,0,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",8,1
33,17,0,g5,1,2,1,1,38,1,2,1,0,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",8,1
33,17,0,g8,0,3,25,0,32,1,2,1,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",8,1
33,17,0,g9,0,4,25,0,32,1,2,1,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",8,1
34,1,0,g2,0,0,2,0,9,0,0,1,0,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",2,12
34,1,0,g3,0,1,6,0,5,0,0,1,0,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",2,12
34,1,0,g5,1,2,21,1,37,0,0,1,0,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",2,12
34,1,0,g8,0,3,18,1,49,0,0,1,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",2,12
34,1,0,g9,0,4,18,1,49,0,0,1,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",2,12
35,10,0,g2,0,0,15,0,10,0,1,2,2,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",8,0
35,10,0,g3,2,1,18,0,17,0,1,2,2,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",8,0
35,10,0,g5,2,2,13,0,46,0,1,2,2,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",8,0
35,10,0,g8,0,3,8,1,50,0,1,2,2,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",8,0
35,10,0,g9,0,4,8,1,50,0,1,2,2,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",8,0
36,10,1,g2,0,5,15,1,11,0,1,2,2,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",8,0
36,10,1,g3,0,6,18,1,49,0,1,2,2,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",8,0
36,10,1,g5,2,7,13,1,47,0,1,2,2,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",8,0
36,10,1,g8,0,8,8,0,16,0,1,2,2,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",8,0
36,10,1,g9,0,9,8,0,16,0,1,2,2,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",8,0
37,21,1,g2,0,5,19,1,12,2,1,1,0,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",0,2
37,21,1,g3,1,6,10,0,35,2,1,1,0,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",0,2
37,21,1,g5,2,7,17,1,48,2,1,1,0,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",0,2
37,21,1,g8,0,8,6,1,51,2,1,1,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",0,2
37,21,1,g9,0,9,6,1,51,2,1,1,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",0,2
38,1,1,g2,0,5,2,1,14,0,0,1,0,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",2,12
38,1,1,g3,0,6,6,1,51,0,0,1,0,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",2,12
