mode,rep,base_ints,num_exprs,alpha__best_pct_error,alpha__hits_le_1.0,higgs_over_z__best_pct_error,higgs_over_z__hits_le_1.0,omega_lambda__best_pct_error,omega_lambda__hits_le_1.0,cabibbo_deg__best_pct_error,cabibbo_deg__hits_le_1.0,alpha__hits_le_0.1,higgs_over_z__hits_le_0.1,omega_lambda__hits_le_0.1,cabibbo_deg__hits_le_0.1
strict,95,"[11, 18, 4, 30, 7, 10, 19, 24, 23, 9, 13, 318, 274, 391, 267, 1110, 6810]",60000,0.026276703649624464,16,0.011815363968429785,46,0.0016128772116523271,26,0.0011195199498452836,117,1,1,3,26
strict,96,"[9, 11, 20, 8, 12, 23, 5, 10, 26, 2, 28, 39, 51, 81, 212, 3308, 3910]",60000,0.1378461818375542,19,0.00744840025415425,36,0.0853987063886831,25,0.01179801793298177,55,0,4,1,7
strict,97,"[16, 17, 20, 22, 12, 24, 19, 25, 13, 10, 11, 108, 334, 311, 353, 2878, 6939]",60000,0.008478778179293961,11,0.057747796097399086,39,0.052149696510290666,29,0.0,120,3,2,2,27
strict,98,"[6, 26, 4, 27, 5, 29, 13, 19, 2, 12, 17, 351, 370, 207, 344, 4800, 5598]",60000,0.018283660283035706,14,0.04570318853628269,31,0.020531889996471347,24,0.01179801793298177,151,3,3,1,17
strict,99,"[10, 25, 9, 3, 21, 24, 29, 19, 15, 17, 11, 55, 87, 194, 315, 4090, 4187]",60000,0.011562973056920145,14,0.011207210445849713,36,0.0947595279887746,30,0.0,85,2,3,2,13
strict,100,"[24, 6, 30, 11, 19, 18, 3, 26, 29, 9, 23, 233, 300, 134, 374, 6716, 2956]",60000,0.018404480107216393,16,0.00609522044201157,29,0.0016128772116523271,32,0.01179801793298177,37,4,4,4,8
strict,101,"[9, 16, 23, 28, 13, 6, 17, 4, 14, 22, 8, 51, 214, 298, 177, 2678, 6113]",60000,0.09705658202697547,15,0.04103380501650029,33,0.0853987063886831,31,0.015767444527272047,126,1,5,1,17
strict,102,"[15, 7, 20, 11, 10, 19, 2, 29, 24, 13, 27, 52, 385, 152, 224, 6213, 2730]",60000,0.018283660283047592,15,0.04736795117466948,41,0.013821354478860555,26,0.007967492630060125,115,3,1,2,16
strict,103,"[16, 9, 13, 2, 23, 27, 30, 19, 15, 12, 11, 37, 91, 143, 47, 4157, 4561]",60000,0.09278447975005139,10,0.006762434603779607,34,0.012891738831646227,36,0.012224512536296648,118,1,8,5,14
strict,104,"[23, 14, 17, 12, 4, 30, 18, 10, 27, 28, 26, 115, 128, 40, 303, 1797, 1992]",60000,0.077917334583339,19,0.11128282559137159,27,0.06486296394332816,29,0.0071894171779075715,58,1,0,3,8
strict,105,"[19, 10, 25, 29, 22, 30, 27, 23, 13, 17, 24, 57, 163, 218, 37, 6052, 4875]",60000,0.07694385141876624,20,0.02459536957589077,40,0.05722933278606556,29,0.0,94,2,3,4,17
strict,106,"[19, 28, 7, 23, 5, 22, 27, 26, 6, 15, 16, 72, 69, 365, 230, 5468, 2640]",60000,0.021496056963119327,21,0.001895623066924506,40,0.04513718689436684,33,0.001730683908441527,48,1,7,2,11
strict,107,"[30, 23, 6, 27, 13, 19, 29, 25, 4, 15, 22, 395, 396, 355, 253, 3281, 6284]",60000,0.07694385141876624,11,0.0643316071780248,40,0.029662915675283164,38,0.0,127,1,3,4,19
strict,108,"[28, 11, 4, 25, 26, 27, 8, 22, 17, 12, 10, 237, 240, 145, 127, 4621, 4136]",60000,0.026276703649624464,14,0.06051595087566868,21,0.06290221125466637,32,0.0,61,2,2,3,8
strict,109,"[12, 19, 5, 4, 9, 10, 28, 7, 14, 18, 27, 163, 396, 281, 207, 3993, 6732]",60000,0.050339526979409716,15,0.001895623066924506,29,0.0033960582282817516,26,0.01223304903911688,63,1,1,2,9
strict,110,"[18, 24, 7, 6, 5, 26, 27, 16, 4, 28, 22, 264, 219, 65, 273, 1380, 6747]",60000,0.09872793205269216,18,0.001895623066924506,30,0.06585594269666269,11,0.01179801793298177,36,1,6,3,7
