u,v,w,centers,z2_parity,s3_holonomy_startsheet0,s3_type_startsheet0,fiber6_cycle_type,fiber6_perm,rotor_sheet,rotor_perm,tau_sheet_swap_perm,holonomy_type
23,32,44,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
23,34,35,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
23,34,36,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
23,34,39,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
23,34,40,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
23,34,43,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
23,34,44,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
23,35,36,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
23,35,37,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
23,35,40,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
23,35,41,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
23,35,44,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
23,36,37,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
23,36,39,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
23,36,41,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
23,36,43,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
23,37,39,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
23,37,40,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
23,37,43,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
23,37,44,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
23,39,40,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
23,39,41,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
23,39,44,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
23,40,41,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
23,40,43,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
23,41,43,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
23,41,44,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
23,43,44,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
24,26,28,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
24,26,29,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
24,26,31,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
24,26,32,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
24,26,34,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
24,26,35,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
24,26,36,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
24,26,37,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
24,26,39,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
24,26,40,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
24,26,41,3,0,"(0, 1, 2)",id,"(1, 1, 1, 1, 1, 1)","(0, 1, 2, 3, 4, 5)",,,,identity
24,28,29,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
24,28,31,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
24,28,32,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
24,28,35,3,0,"(0, 1, 2)",id,"(1, 1, 1, 1, 1, 1)","(0, 1, 2, 3, 4, 5)",,,,identity
24,28,36,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
24,28,37,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
24,28,39,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
24,28,41,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
24,28,43,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
24,28,44,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
24,29,31,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
24,29,32,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
24,29,34,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
24,29,35,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
24,29,36,3,0,"(0, 1, 2)",id,"(1, 1, 1, 1, 1, 1)","(0, 1, 2, 3, 4, 5)",,,,identity
24,29,40,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
24,29,41,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
24,29,43,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
24,29,44,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
24,31,32,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
24,31,34,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
24,31,37,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
24,31,39,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
24,31,40,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
24,31,43,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
24,31,44,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
24,32,34,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
24,32,37,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
24,32,39,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
24,32,40,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
24,32,43,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
24,32,44,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
24,34,35,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
24,34,36,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
24,34,39,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
24,34,40,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
24,34,43,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
24,34,44,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
24,35,36,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
24,35,37,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
24,35,40,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
24,35,41,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
24,35,44,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
24,36,37,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
24,36,39,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
24,36,41,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
24,36,43,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
24,37,39,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
24,37,40,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
24,37,43,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
24,37,44,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
24,39,40,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
24,39,41,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
24,39,44,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
24,40,41,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
24,40,43,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
24,41,43,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
24,41,44,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
24,43,44,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
25,26,27,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
25,26,28,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
25,26,29,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
25,26,30,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
25,26,31,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
25,26,32,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
25,26,33,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
25,26,34,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
25,26,35,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
25,26,36,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
25,26,37,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
25,26,38,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
25,26,39,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
25,26,40,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
25,26,41,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
25,27,28,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
25,27,29,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
25,27,30,3,0,"(0, 1, 2)",id,"(1, 1, 1, 1, 1, 1)","(0, 1, 2, 3, 4, 5)",,,,identity
25,27,31,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
25,27,32,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
25,27,33,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
25,27,35,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
25,27,36,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
25,27,37,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
25,27,39,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
25,27,41,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
25,28,29,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
25,28,30,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
25,28,31,3,0,"(0, 1, 2)",id,"(1, 1, 1, 1, 1, 1)","(0, 1, 2, 3, 4, 5)",,,,identity
25,28,32,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
25,28,33,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
25,28,35,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
25,28,36,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
25,28,37,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
25,28,39,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
25,28,41,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
25,29,30,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
25,29,31,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
25,29,32,3,0,"(0, 1, 2)",id,"(1, 1, 1, 1, 1, 1)","(0, 1, 2, 3, 4, 5)",,,,identity
25,29,34,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
25,29,35,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
25,29,36,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
25,29,38,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
25,29,40,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
25,29,41,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
25,30,31,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
25,30,32,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
25,30,34,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
25,30,35,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
25,30,36,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
25,30,38,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
25,30,40,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
25,30,41,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
25,31,32,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
25,31,33,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
25,31,34,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
25,31,37,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
25,31,38,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
25,31,39,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
25,31,40,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
25,32,33,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
25,32,34,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
25,32,37,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
25,32,38,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
25,32,39,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
25,32,40,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
25,33,34,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
25,33,35,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
25,33,37,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
25,33,38,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
25,33,39,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
25,33,41,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
25,34,35,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
25,34,36,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
25,34,38,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
25,34,39,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
25,34,40,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
25,35,36,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
25,35,37,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
25,35,40,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
25,35,41,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
25,36,37,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
25,36,38,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
25,36,39,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
25,36,41,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
25,37,38,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
25,37,39,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
25,37,40,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
25,38,40,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
25,38,41,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
